Feature,CASE Median,CTRL Median,Cluster Number,P Val,Bonferroni P-Values
158Gd_CD137L,0.0,0.0,1,0.03396772998662199,1.0
175Lu_PD-1,0.288376394247667,0.2576479708069575,8,0.09261457788846261,1.0
176Yb_CD56,0.490166655725449,0.479874253332035,8,0.18612964843181257,1.0
156Gd_CD86,0.7574760742290625,0.807010554244687,1,0.05814107590165753,1.0
141Pr_CD70,0.0,0.0,9,0.11426628604077582,1.0
168Er_OX40L,0.0,0.0,8,0.2707504250451275,1.0
144Nd_CD11b,0.756954086025614,0.802311598422329,7,0.4316507532440622,1.0
165Ho_CD40,0.03513436767292085,0.04944884552185765,6,0.2926618885833446,1.0
142Nd_CD19,1.97001918294091,1.75484210100536,7,0.0205954920791185,1.0
150Nd_CD43,4.76005347168284,4.76665367789194,4,0.1744585120476982,1.0
151Eu_CD14,0.223670344479908,0.237160543859659,4,0.0187888622243714,1.0
152Sm_CD95,0.670095398163672,0.646848541881702,4,0.0037532644248138305,1.0
153Eu_TIM-3,0.0,0.0,4,0.17227688961629783,1.0
176Yb_CD56,0.435462305816033,0.446014663145572,2,0.057336066077389496,1.0
175Lu_PD-1,0.342840212032579,0.376964440397903,2,0.15458825330556475,1.0
158Gd_CD137L,0.0,0.0,4,0.1115620193921531,1.0
159Tb_CD22,2.71393921187835,2.6865890927273,4,0.016942825976328416,1.0
162Dy_CD80,0.0,0.0,4,0.021973206756941092,1.0
163Dy_CD95L,0.0,0.0,4,0.4773472900655301,1.0
164Dy_GITRL,0.0,0.0,4,0.02999612758687496,1.0
173Yb_CD137,0.0,0.0,2,0.06617487386843783,1.0
166Er_SIGLEC_10,1.38728503120362,1.40491490742589,4,0.4159904257453164,1.0
167Er_CD27,0.27190902659448,0.27930819457336,4,0.27086414436300554,1.0
168Er_OX40L,0.0,0.0,4,0.07883503852718632,1.0
170Er_CD3,0.565979355084877,0.609350289850136,4,0.019760657238837607,1.0
169Tm_CD24,0.703514757699297,0.724730657889337,2,0.14752060692368058,1.0
168Er_OX40L,0.276014000112413,0.259963971599922,2,0.2768974998548716,1.0
173Yb_CD137,0.0,0.0,4,0.007493268783709353,1.0
176Yb_CD56,0.25557460150607,0.262887504046559,4,0.37521638236151034,1.0
209Bi_CD16,0.20979952642965,0.223412805156014,4,0.016300593959920187,1.0
148Nd_PD-L1,0.595723701640369,0.591771127064011,4,0.37491909739515517,1.0
167Er_CD27,3.29235549622956,3.25911076831636,2,0.11745863072476048,1.0
144Nd_CD11b,0.488296924620301,0.493622138534732,4,0.33715344127532126,1.0
141Pr_CD70,0.0,0.0,4,0.11400595730268737,1.0
151Eu_CD14,0.211132889067069,0.202081786883077,3,0.12586686302255834,1.0
152Sm_CD95,0.5207891321388289,0.547758594317708,3,0.0162395057444797,1.0
153Eu_TIM-3,0.0,0.0,3,0.03931819598518515,1.0
148Nd_PD-L1,0.46841476300767304,0.481909378553295,3,0.11841114312253953,1.0
158Gd_CD137L,0.0,0.0,3,0.49482398791593546,1.0
159Tb_CD22,2.955067129306065,2.98849032138932,3,0.014941115318879842,1.0
160Gd_CD200R,1.113954137312025,1.13510851890306,3,0.21788873190270852,1.0
162Dy_CD80,0.0,0.0050840982073076,3,0.21400520109560267,1.0
163Dy_CD95L,0.0,0.0,3,0.013938500587694587,1.0
164Dy_GITRL,0.0,0.0,3,0.18190527602608741,1.0
147Sm_CD11c,0.31298207276448253,0.307674699113515,3,0.3197171394697398,1.0
168Er_OX40L,0.0,0.0,3,0.27907729219929234,1.0
144Nd_CD11b,0.379515682314496,0.372622958147193,3,0.20740866661656393,1.0
170Er_CD3,0.3649056659850475,0.352475973450409,3,0.26813152837667015,1.0
171Yb_CD20,2.42184591106835,2.40457684101269,3,0.05850429633509696,1.0
142Nd_CD19,2.060524613870515,2.02927790810416,3,0.01416803179248353,1.0
173Yb_CD137,0.0432227410934767,0.0300364836056665,3,0.05590750385702553,1.0
141Pr_CD70,0.0,0.0,3,0.050832411353399144,1.0
175Lu_PD-1,0.07426511148721635,0.0741103424261113,3,0.3650678983253596,1.0
176Yb_CD56,0.265752818365144,0.271378705687442,3,0.23393496761520433,1.0
209Bi_CD16,0.21497144131989848,0.21967297846147,3,0.42954119925020734,1.0
209Bi_CD16,0.220247023435566,0.22826650827353,2,0.29932761330034263,1.0
143Nd_CD123,0.366419354187034,0.350145284402561,7,0.23650372291164623,1.0
141Pr_CD70,0.0,0.0,5,0.01612852387080912,1.0
164Dy_GITRL,0.0,0.0,2,0.24335307970881254,1.0
209Bi_CD16,0.2166501909744355,0.218839087470102,1,0.14205914820417614,1.0
153Eu_TIM-3,0.21462443241899998,0.2226633758236705,6,0.18123156608826452,1.0
155Gd_BAFFR,0.7049824257190215,0.7782745826106,6,0.015861553446366167,1.0
156Gd_CD86,0.918223867480904,0.7767145658954865,6,0.047276009827918644,1.0
158Gd_CD137L,0.0007057069110772501,0.0002894539922849,6,0.33209090637659455,1.0
159Tb_CD22,0.01718801339195175,0.0392604119082979,6,0.20767282577432683,1.0
160Gd_CD200R,1.2734743026682551,1.3631066930325249,6,0.05002506199427162,1.0
162Dy_CD80,0.0,0.0,6,0.2956627751859277,1.0
164Dy_GITRL,0.0,0.0,6,0.4326506197571969,1.0
149Sm_CD200,1.6352051784947101,1.60802158766779,3,0.012455456616425057,1.0
166Er_SIGLEC_10,2.7319379175495646,2.858545616627885,6,0.06018509039776365,1.0
168Er_OX40L,0.049914062726828204,0.04000442746747635,6,0.41272908442941286,1.0
169Tm_CD24,0.0,0.0,6,0.02099473616440706,1.0
176Yb_CD56,0.36210195380555055,0.377908392943539,1,0.06106817162118359,1.0
171Yb_CD20,0.0086169427210308,0.0280757099663871,6,0.09359846528179316,1.0
172Yb_IgM,0.0,0.00039690393511445,6,0.30143861643906145,1.0
173Yb_CD137,0.0,0.0,6,0.0914013380296741,1.0
174Yb_HLA-DR,0.20958323127432898,0.22216490453412702,6,0.34650691017655405,1.0
175Lu_PD-1,0.13782384997778852,0.16851937629848202,6,0.08874735471113843,1.0
89Y_CD45,5.1769462798832,5.186805025556135,6,0.18243821650003372,1.0
141Pr_CD70,0.0,0.0,7,0.259341094552064,1.0
151Eu_CD14,0.8861828985743201,0.978907088725286,6,0.03139060565120593,1.0
166Er_SIGLEC_10,2.27708907619169,2.33773844554134,2,0.020757987990331014,1.0
150Nd_CD43,7.631932873122951,7.759498608103905,6,0.004984190578814059,1.0
148Nd_PD-L1,2.119361559847225,2.16524550352917,6,0.10215231638459155,1.0
163Dy_CD95L,0.0,0.0,2,0.11841591812716984,1.0
159Tb_CD22,2.19187107900163,2.19331325651024,2,0.3552033910493104,1.0
158Gd_CD137L,0.0349264984884208,0.048248279234995,2,0.04387213215712787,1.0
156Gd_CD86,1.72672757834806,1.71208982320123,2,0.47330365373005073,1.0
153Eu_TIM-3,0.0,0.0192164976813462,2,0.014787529310062953,1.0
158Gd_CD137L,0.0,0.0,5,0.016693477520233785,1.0
159Tb_CD22,2.91986696204867,2.90867372598494,5,0.23013650495740073,1.0
209Bi_CD16,0.2221034266596525,0.281043627315166,9,0.20697709126220148,1.0
152Sm_CD95,1.39333224358095,1.40958239273674,2,0.3300950754412913,1.0
163Dy_CD95L,0.0,0.0,5,0.0069234117959313885,1.0
165Ho_CD40,2.48541408273864,2.41240403354753,5,0.04010622144491332,1.0
149Sm_CD200,0.182052301423132,0.172110433301898,2,0.19977986233725348,1.0
172Yb_IgM,1.71613740055293,1.72619642212423,5,0.14927338694947562,1.0
173Yb_CD137,0.0197976873492137,0.0258605175645388,5,0.12360394186068535,1.0
209Bi_CD16,0.224074195732329,0.226740174160393,5,0.15895899905836197,1.0
141Pr_CD70,0.0,0.0,2,0.013440813598601336,1.0
141Pr_CD70,0.05168358270545005,0.06704322229833634,6,0.2479420595455865,1.0
142Nd_CD19,1.9052574665595352,2.00297755589371,6,0.010284012248115853,1.0
143Nd_CD123,1.69913140499089,1.73885117505112,6,0.10122562967873,1.0
144Nd_CD11b,2.5837505360555904,2.5932524114321547,6,0.4709657922321612,1.0
146Nd_IgD,1.987414442938635,2.05913013623446,6,0.061976258088722015,1.0
149Sm_CD200,0.3081359766454945,0.29118238210375147,6,0.4474818680163136,1.0
141Pr_CD70,0.0,0.0,1,0.15236111889031745,1.0
